,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,company_name
3471,City i DTEC VX,529000.0,119391,Diesel,Manual,1st Owner,2015,1497,7,Honda
3473,Verna CRDi 1.6 AT SX Option,1195000.0,28235,Diesel,Automatic,2nd Owner,2020,796,5,Hyundai
3474,C-Class 220 CDI AT,1136000.0,86063,Diesel,Automatic,1st Owner,2014,1498,7,Mercedes-Benz
3476,Swift VXI,362000.0,108590,Petrol,Manual,1st Owner,2015,1197,5,Maruti
3477,Grand i10 1.2 Kappa Sportz BSIV,466000.0,51777,Petrol,Manual,1st Owner,2018,1197,5,Hyundai
3478,Nexon XM Diesel S,981000.0,19909,Diesel,Manual,1st Owner,2021,1198,5,Tata
3479,Innova 2.5 GX (Diesel) 7 Seater BS IV,631000.0,119363,Diesel,Manual,2nd Owner,2014,1197,5,Toyota
3480,Alto 800 LXI CNG,255000.0,46001,Cng,Manual,1st Owner,2020,999,5,Maruti
3481,City ZX CVT,1443000.0,2710,Petrol,Automatic,1st Owner,2022,1461,5,Honda
3482,Innova Crysta 2.4 VX MT BSIV,1913000.0,46471,Diesel,Manual,2nd Owner,2020,1086,5,Toyota
3483,Swift Dzire AMT ZXI Plus,641000.0,45893,Petrol,Automatic,1st Owner,2020,1399,5,Maruti
3484,Baleno 1.2 Delta,476000.0,78178,Petrol,Manual,1st Owner,2017,814,7,Maruti
3485,Amaze E i-Vtech,345000.0,89419,Petrol,Manual,2nd Owner,2015,2179,7,Honda
3486,Grand i10 Sportz,393000.0,31750,Petrol,Manual,1st Owner,2016,2179,5,Hyundai
3487,Taigun 1.0 TSI Highline AT,1351000.0,5527,Petrol,Automatic,1st Owner,2021,1197,5,Volkswagen
3488,Duster 85PS Diesel RxL,510000.0,101376,Diesel,Manual,1st Owner,2016,1248,5,Renault
3489,i10 Era 1.1,103000.0,102437,Petrol,Manual,2nd Owner,2008,1199,5,Hyundai
3490,Fiesta 1.4 SXi TDCi,141000.0,153367,Diesel,Manual,2nd Owner,2008,1498,5,Ford
3491,EON Magna Plus,220000.0,92419,Petrol,Manual,2nd Owner,2015,998,5,Hyundai
3492,XUV500 W6 2WD,463000.0,93764,Diesel,Manual,2nd Owner,2013,1498,5,Mahindra
3493,XUV500 W10 AWD,808000.0,61137,Diesel,Manual,2nd Owner,2015,1396,5,Mahindra
3494,Baleno 1.2 Delta,482000.0,21109,Petrol,Manual,1st Owner,2017,1498,5,Maruti
3495,Swift Dzire VDI,314000.0,194803,Diesel,Manual,1st Owner,2012,1497,4,Maruti
3496,Tiago 1.2 Revotron XM,334000.0,28392,Petrol,Manual,1st Owner,2016,2184,5,Tata
3497,Figo 1.5D Trend MT,436000.0,65892,Diesel,Manual,1st Owner,2018,998,5,Ford
3498,Alto K10 VXI,354000.0,13365,Petrol,Manual,1st Owner,2019,1396,5,Maruti
3499,City i-DTEC VX,760000.0,210870,Diesel,Manual,1st Owner,2017,1193,5,Honda
3500,i20 1.4 Sportz,611000.0,80294,Diesel,Manual,1st Owner,2018,1497,5,Hyundai
3501,Ecosport 1.5 TDCi Titanium Plus BSIV,476000.0,182108,Diesel,Manual,1st Owner,2015,1451,5,Ford
3502,Seltos HTK G,1104000.0,12721,Petrol,Manual,1st Owner,2020,1396,5,Kia
3503,Thar LX 4-Str Hard Top Diesel,1413000.0,4486,Diesel,Manual,1st Owner,2022,1498,5,Mahindra
3504,Venue SX Plus Turbo DCT BSIV,1073000.0,29707,Petrol,Automatic,1st Owner,2020,1197,5,Hyundai
3505,i20 Active 1.4 S,527000.0,47387,Diesel,Manual,3rd Owner,2016,1197,8,Hyundai
3507,City i VTEC V,644000.0,55802,Petrol,Manual,1st Owner,2017,1956,5,Honda
3508,Hector Sharp CVT,1777000.0,11081,Petrol,Automatic,1st Owner,2021,1995,5,MG
3509,i20 1.4 Sportz,587000.0,82177,Diesel,Manual,1st Owner,2018,1461,5,Hyundai
3510,City i DTEC SV,423000.0,66357,Diesel,Manual,3rd Owner,2014,1461,5,Honda
3511,i20 Magna,186000.0,60228,Petrol,Manual,1st Owner,2010,998,5,Hyundai
3512,Xcent 1.2 Kappa AT SX Option,358000.0,89337,Petrol,Automatic,1st Owner,2015,1495,6,Hyundai
3513,Innova Crysta 2.4 GX 8 STR,1930000.0,20713,Diesel,Manual,1st Owner,2021,1198,7,Toyota
3516,Terrano XV 110 PS,441000.0,133451,Diesel,Manual,1st Owner,2015,1197,5,Nissan
3517,Pulse RxL,165000.0,104419,Diesel,Manual,2nd Owner,2012,2198,5,Renault
3518,Zen Estilo VXI BSIV,167000.0,67301,Petrol,Manual,1st Owner,2011,796,5,Maruti
3519,Accent GLE,115000.0,100636,Petrol,Manual,2nd Owner,2008,998,7,Hyundai
3520,KUV 100 mFALCON G80 K6 Plus,338000.0,38934,Petrol,Manual,1st Owner,2016,1462,5,Mahindra
3521,Fortuner 4x2 4 Speed AT,1157000.0,91653,Diesel,Automatic,2nd Owner,2013,1497,5,Toyota
3522,Fortuner 4x4 MT,1039000.0,151441,Diesel,Manual,3rd Owner,2013,1197,5,Toyota
3523,Baleno 1.2 Zeta,599000.0,52045,Petrol,Manual,1st Owner,2019,1364,5,Maruti
3524,XUV700 MX Diesel,1246000.0,4248,Diesel,Manual,1st Owner,2022,1498,5,Mahindra
3525,Alto LXi,106000.0,147432,Petrol,Manual,2nd Owner,2010,1498,5,Maruti
3526,Alto K10 VXI AGS Optional,312000.0,28244,Petrol,Automatic,2nd Owner,2017,1497,5,Maruti
3527,Ertiga VXI,786000.0,44458,Petrol,Manual,1st Owner,2019,1197,5,Maruti
3528,City 1.5 S MT,252000.0,71456,Petrol,Manual,1st Owner,2009,1120,5,Honda
3529,Grand i10 Sportz,324000.0,38765,Petrol,Manual,1st Owner,2015,1199,5,Hyundai
3530,Etios GD,286000.0,135571,Diesel,Manual,2nd Owner,2012,1493,5,Toyota
3531,Amaze E i-Dtech,369000.0,113005,Diesel,Manual,2nd Owner,2015,1199,5,Honda
3532,City i DTEC VX,500000.0,155769,Diesel,Manual,1st Owner,2014,999,5,Honda
3533,Seltos HTX G,1295000.0,8062,Petrol,Manual,1st Owner,2020,1956,7,Kia
3535,Grand i10 CRDi Asta,389000.0,65072,Diesel,Manual,1st Owner,2014,1461,5,Hyundai
3536,Altroz XT,696000.0,29507,Petrol,Manual,1st Owner,2020,999,5,Tata
3537,Verna CRDi SX,257000.0,372588,Diesel,Manual,2nd Owner,2010,1451,5,Hyundai
3538,Jazz 1.2 VX i VTEC,495000.0,24959,Petrol,Manual,1st Owner,2016,1591,6,Honda
3539,KWID 1.0 RXT Optional,324000.0,39265,Petrol,Manual,1st Owner,2018,1451,7,Renault
3542,Verito 1.5 D4 BSIII,227000.0,117132,Diesel,Manual,1st Owner,2012,1248,5,Mahindra
3543,KWID 1.0 RXT,256000.0,50455,Petrol,Manual,1st Owner,2017,1061,5,Renault
3544,Hector Sharp AT BSIV,1599000.0,13471,Petrol,Automatic,1st Owner,2021,1396,5,MG
3545,Creta 1.6 SX,948000.0,36104,Petrol,Manual,1st Owner,2018,998,5,Hyundai
3546,Hector Plus Sharp Hybrid MT,1730000.0,7943,Petrol,Manual,1st Owner,2021,1248,5,MG
3547,Innova 2.5 GX (Diesel) 7 Seater,757000.0,83474,Diesel,Manual,2nd Owner,2014,1198,8,Toyota
3549,Swift Dzire LDI,341000.0,91065,Diesel,Manual,2nd Owner,2015,1248,7,Maruti
3550,Wagon R LXI Minor,,105323,Petrol,Manual,2nd Owner,2008,2179,5,Maruti
3551,Creta 1.4 CRDi S,765000.0,164798,Diesel,Manual,1st Owner,2016,936,5,Hyundai
3552,Celerio VXI CNG,429000.0,48660,Cng,Manual,1st Owner,2020,1896,5,Maruti
3553,Ritz VDi,235000.0,154958,Diesel,Manual,1st Owner,2012,1396,5,Maruti
3555,Xylo E8,204000.0,152308,Diesel,Manual,1st Owner,2009,1086,5,Mahindra
3556,Ertiga VDI,414000.0,127831,Diesel,Manual,1st Owner,2012,1956,5,Maruti
3557,XUV500 W8 FWD,525000.0,164428,Diesel,Manual,1st Owner,2013,796,7,Mahindra
3559,New Laura L and K AT,245000.0,234805,Diesel,Automatic,1st Owner,2008,1950,5,Skoda
3562,Santro Xing XP,,102825,Petrol,Manual,1st Owner,2003,1997,5,Hyundai
3563,Compass 2.0 Sport,1390000.0,42035,Diesel,Manual,1st Owner,2019,1248,5,Jeep
3564,Alto 800 LXI CNG,383000.0,28350,Cng,Manual,1st Owner,2020,1197,5,Maruti
3565,Fortuner 4x2 AT,1328000.0,105427,Diesel,Automatic,3rd Owner,2014,796,5,Toyota
3566,GLE 300d,8900000.0,13000,Diesel,Automatic,1st Owner,2021,1968,5,Mercedes-Benz
3567,Rover Range Rover 4.4 Diesel LWB Autobiography,19000000.0,68500,Diesel,Automatic,1st Owner,2019,1497,5,Land
3568,X7 xDrive 40i,11500000.0,39000,Petrol,Automatic,1st Owner,2019,1061,5,BMW
3569,Rover Range Rover Sport 2.0 Petrol HSE,11400000.0,19500,Petrol,Automatic,1st Owner,2020,1199,7,Land
3570,Swift VDI,425000.0,66000,Diesel,Manual,1st Owner,2014,2184,5,Maruti
3571,i10 Magna,310000.0,23000,Petrol,Manual,1st Owner,2015,2179,5,Hyundai
3572,Alto LXi,150000.0,65000,Petrol,Manual,2nd Owner,2009,1198,5,Maruti
3573,Q3 35 TDI Quattro Premium Plus,1475000.0,76000,Diesel,Automatic,2nd Owner,2016,1498,5,Audi
3574,Creta EX,1100000.0,20000,Petrol,Manual,1st Owner,2020,1396,5,Hyundai
3575,Estilo LXI,125000.0,90000,Petrol,Manual,1st Owner,2009,998,5,Maruti
3576,Tiago 1.2 Revotron XZ Plus,440000.0,25000,Petrol,Manual,1st Owner,2019,1399,5,Tata
3577,X-Trail Comfort,170000.0,110000,Diesel,Manual,1st Owner,2006,998,5,Nissan
3578,XUV500 W8 2WD,410000.0,110000,Diesel,Manual,3rd Owner,2014,1396,5,Mahindra
3579,Nexon 1.2 Revotron XE,600000.0,60000,Petrol,Manual,1st Owner,2020,1498,5,Tata
3580,City i-DTEC V,650000.0,110000,Diesel,Manual,2nd Owner,2017,993,5,Honda
3581,i20 Sportz Option 1.4 CRDi,400000.0,100000,Diesel,Manual,1st Owner,2015,1197,5,Hyundai
3582,Wagon R LXI CNG,300000.0,60000,Cng,Manual,1st Owner,2014,1197,5,Maruti
3583,Figo Diesel Titanium,100000.0,70000,Diesel,Manual,3rd Owner,2010,1956,5,Ford
3584,Wagon R LXI Avnace Edition,290000.0,80000,Petrol,Manual,1st Owner,2015,1399,5,Maruti
3585,i20 1.4 CRDi Era,140000.0,100000,Diesel,Manual,4th Owner,2011,1061,5,Hyundai
3586,Aspire 1.5 TDCi Trend,350000.0,127000,Diesel,Manual,1st Owner,2015,796,5,Ford
3587,Zen LXi - BS III,,80000,Petrol,Manual,1st Owner,2006,1794,5,Maruti
3588,Ignis 1.2 Delta BSIV,430000.0,50000,Petrol,Manual,1st Owner,2018,1498,7,Maruti
3589,i20 1.2 Magna,160000.0,87000,Petrol,Manual,2nd Owner,2010,1199,5,Hyundai
3590,Harrier XT BSIV,1200000.0,80000,Diesel,Manual,1st Owner,2019,2179,5,Tata
3591,Figo Diesel LXI,250000.0,90000,Diesel,Manual,1st Owner,2013,1498,5,Ford
3592,Wagon R LXI Minor,,80000,Petrol,Manual,1st Owner,2008,1248,5,Maruti
3593,Alto 800 LXI,300000.0,25000,Petrol,Manual,2nd Owner,2019,793,5,Maruti
3594,Corolla Executive (HE),190000.0,120000,Petrol,Manual,2nd Owner,2008,1248,5,Toyota
3595,City V MT Diesel,1099000.0,25000,Diesel,Manual,1st Owner,2021,1405,5,Honda
3596,Tiago 1.2 Revotron XZ,250000.0,40000,Petrol,Manual,1st Owner,2017,1499,5,Tata
3597,XUV500 AT W10 FWD,600000.0,120000,Diesel,Automatic,3rd Owner,2016,1396,5,Mahindra
3598,Amaze S i-DTEC,550000.0,100000,Diesel,Manual,1st Owner,2018,1199,5,Honda
3599,Swift ZDI Plus,630000.0,90000,Diesel,Manual,1st Owner,2019,1598,5,Maruti
3600,Celerio VDi,225000.0,50000,Diesel,Manual,2nd Owner,2015,1198,5,Maruti
3601,Swift ZDI Plus,580000.0,90000,Diesel,Manual,1st Owner,2019,1799,5,Maruti
3602,Indica DLG TC,,50000,Diesel,Manual,3rd Owner,2007,1193,5,Tata
3603,Aspire Titanium Diesel,650000.0,90000,Diesel,Manual,2nd Owner,2022,998,5,Ford
3604,Creta 1.4 E Plus,910000.0,40000,Diesel,Manual,2nd Owner,2018,1198,7,Hyundai
3605,Tiago 1.2 Revotron XM,390000.0,35000,Petrol,Manual,1st Owner,2019,1498,7,Tata
3606,Optra 1.6 LS Petrol,110000.0,70000,Petrol,Manual,4th Owner,2008,1497,5,Chevrolet
3607,Polo 1.2 MPI Comfortline,270000.0,90000,Petrol,Manual,2nd Owner,2014,1493,5,Volkswagen
3608,Civic 1.8 V MT,200000.0,90000,Petrol,Manual,3rd Owner,2008,1248,5,Honda
3609,Indica Xeta GLS BS IV,,60000,Petrol,Manual,1st Owner,2008,1498,5,Tata
3610,Wagon R LXI,420000.0,50000,Petrol,Manual,1st Owner,2019,814,5,Maruti
3611,Polo 1.2 MPI Comfortline,300000.0,90000,Petrol,Manual,3rd Owner,2015,1199,5,Volkswagen
3612,Amaze E i-Dtech,340000.0,25000,Diesel,Manual,1st Owner,2014,1896,5,Honda
3613,Marazzo M2 BSIV,750000.0,110000,Diesel,Manual,1st Owner,2019,2179,5,Mahindra
3614,TUV 300 T6,555000.0,80000,Diesel,Manual,1st Owner,2017,1364,5,Mahindra
3615,SX4 S Cross Zeta DDiS 200 SH,810000.0,126000,Diesel,Manual,1st Owner,2017,1197,5,Maruti
3616,Amaze E i-Dtech,320000.0,82000,Diesel,Manual,2nd Owner,2013,1968,7,Honda
3617,EON LPG Era Plus Option,220000.0,50000,Lpg,Manual,2nd Owner,2018,1047,5,Hyundai
3618,Amaze S CVT Petrol BSIV,590000.0,80000,Petrol,Automatic,1st Owner,2019,1047,5,Honda
3619,New Laura Ambiente 1.9 PD,200000.0,45500,Diesel,Manual,2nd Owner,2010,1248,7,Skoda
3620,Scorpio LX BSIV,850000.0,40000,Diesel,Manual,1st Owner,2012,1061,5,Mahindra
3621,Etios VD,230000.0,142000,Diesel,Manual,1st Owner,2011,1498,5,Toyota
3622,Grand i10 Magna,440000.0,34000,Petrol,Manual,1st Owner,2016,2179,5,Hyundai
3623,Octavia Elegance 2.0 TDI AT,675000.0,181000,Diesel,Automatic,1st Owner,2014,1196,5,Skoda
3624,Tigor 1.05 Revotorq XZ Option,480000.0,70000,Diesel,Manual,1st Owner,2019,993,5,Tata
3625,Tigor 1.05 Revotorq XZ Option,480000.0,70000,Diesel,Manual,1st Owner,2019,1451,5,Tata
3626,Ertiga ZDI,450000.0,120000,Diesel,Manual,1st Owner,2012,1248,5,Maruti
3627,Wagon R VXI Minor,110000.0,40000,Petrol,Manual,4th Owner,2007,1193,5,Maruti
3628,Rapid 1.5 TDI AT Ambition,750000.0,80000,Diesel,Automatic,1st Owner,2015,814,5,Skoda
3629,XUV500 W7,1300000.0,30000,Diesel,Manual,1st Owner,2020,1197,5,Mahindra
3630,Figo Petrol EXI,100000.0,100000,Petrol,Manual,2nd Owner,2011,998,5,Ford
3631,Zen LXI,,100000,Petrol,Manual,3rd Owner,2004,1194,5,Maruti
3632,Hector Sharp DCT,1750000.0,40000,Petrol,Automatic,1st Owner,2021,1197,5,MG
3633,Baleno Delta Diesel,534000.0,95700,Diesel,Manual,2nd Owner,2018,1197,5,Maruti
3634,Indica GLS,120000.0,38332,Petrol,Manual,1st Owner,2007,1498,5,Tata
3635,EON Magna Plus,250000.0,35000,Petrol,Manual,1st Owner,2015,1498,5,Hyundai
3636,Grand i10 1.2 Kappa Sportz Option,360000.0,50000,Petrol,Manual,3rd Owner,2018,1497,8,Hyundai
3637,Alto K10 VXI,350000.0,35000,Petrol,Manual,1st Owner,2016,998,5,Maruti
3638,Freestyle Ambiente Petrol BSIV,425000.0,40000,Petrol,Manual,1st Owner,2018,1248,5,Ford
3640,Swift Dzire Tour 1.2 S STD CNG,610000.0,40000,Cng,Manual,1st Owner,2019,1498,5,Maruti
3641,Ecosport Thunder Edition Diesel,900000.0,50000,Diesel,Manual,1st Owner,2021,998,5,Ford
3642,Ecosport 1.5 DV5 MT Ambiente,500000.0,60000,Diesel,Manual,2nd Owner,2014,1799,5,Ford
3643,Seltos Anniversary Edition IVT,1650000.0,31000,Petrol,Automatic,1st Owner,2020,1248,5,Kia
3644,Wagon R VXi BSII,170000.0,80000,Petrol,Manual,2nd Owner,2011,1461,5,Maruti
3645,SX4 S Cross Zeta DDiS 200 SH,760000.0,70000,Diesel,Manual,1st Owner,2018,1197,7,Maruti
3646,Innova 2.5 VX (Diesel) 8 Seater BS IV,410000.0,120000,Diesel,Manual,3rd Owner,2011,1248,5,Toyota
3647,Jazz VX Diesel,710000.0,50000,Diesel,Manual,1st Owner,2019,1582,5,Honda
3648,Wagon R VXI BS IV,240000.0,50000,Petrol,Manual,1st Owner,2013,2179,5,Maruti
3649,Civic 1.8 S MT,140000.0,85000,Petrol,Manual,2nd Owner,2008,1396,5,Honda
3650,Swift VDI BSIV,425000.0,80000,Diesel,Manual,1st Owner,2016,1248,7,Maruti
3651,Duster 85PS Diesel RxL,475000.0,73000,Diesel,Manual,2nd Owner,2015,1248,5,Renault
3652,i10 Magna 1.2 iTech SE,180000.0,60000,Petrol,Manual,2nd Owner,2013,1248,5,Hyundai
3653,Swift Dzire LDI,299000.0,120000,Diesel,Manual,1st Owner,2013,1248,5,Maruti
3654,Creta 1.6 CRDi SX,750000.0,100000,Diesel,Manual,1st Owner,2015,1364,7,Hyundai
3655,XUV500 W8 FWD,600000.0,100000,Diesel,Manual,2nd Owner,2014,1496,5,Mahindra
3656,i20 1.4 CRDi Sportz,278000.0,120000,Diesel,Manual,1st Owner,2012,998,5,Hyundai
3658,Swift Dzire VDi,290000.0,80000,Diesel,Manual,3rd Owner,2012,1405,5,Maruti
3659,Indica Quadrajet VX,,100000,Diesel,Manual,2nd Owner,2012,1197,5,Tata
3660,Ertiga SHVS VDI,665000.0,60000,Diesel,Manual,1st Owner,2017,1582,5,Maruti
3661,Etios Liva GD,265000.0,80000,Diesel,Manual,1st Owner,2013,1582,5,Toyota
3662,Etios VX,190000.0,80500,Petrol,Manual,2nd Owner,2011,998,5,Toyota
3663,Wagon R VXI BS IV,300000.0,25000,Petrol,Manual,1st Owner,2012,1497,5,Maruti
3664,Innova Crysta 2.4 G MT BSIV,1350000.0,90000,Diesel,Manual,1st Owner,2017,814,5,Toyota
3665,Indigo LX (TDI) BS-III,180000.0,60000,Diesel,Manual,4th Owner,2014,998,5,Tata
3666,Venue S BSIV,700000.0,50000,Petrol,Manual,1st Owner,2019,1197,5,Hyundai
3667,Creta 1.6 CRDi SX,730000.0,100000,Diesel,Manual,2nd Owner,2015,1248,5,Hyundai
3668,Creta 1.6 CRDi SX,730000.0,100000,Diesel,Manual,2nd Owner,2015,1461,5,Hyundai
3669,Wagon R LXI DUO BS IV,250000.0,80000,Lpg,Manual,1st Owner,2012,998,8,Maruti
3670,City VTEC,120000.0,10000,Petrol,Manual,2nd Owner,2008,1461,5,Honda
3671,EON LPG Magna Plus,185000.0,60000,Lpg,Manual,2nd Owner,2012,1298,5,Hyundai
3672,Alto K10 2010-2014 VXI,180000.0,70000,Petrol,Manual,2nd Owner,2013,796,5,Maruti
3673,i10 Magna,150000.0,110000,Petrol,Manual,3rd Owner,2012,796,5,Hyundai
3674,Ritz VDi,215000.0,72000,Diesel,Manual,1st Owner,2011,1368,5,Maruti
3675,Duster 85PS Diesel RxL,365000.0,63000,Diesel,Manual,2nd Owner,2014,1341,5,Renault
3676,Wagon R LXI,385000.0,50000,Petrol,Manual,2nd Owner,2019,1197,5,Maruti
3677,Verito Vibe 1.5 dCi D6,240000.0,100000,Diesel,Manual,2nd Owner,2015,1197,5,Mahindra
3678,Swift Dzire VXi,175000.0,80000,Petrol,Manual,4th Owner,2009,796,5,Maruti
3679,Omni E MPI STD BSIV,230000.0,70000,Petrol,Manual,1st Owner,2018,1498,5,Maruti
3680,Alto 800 LXI,310000.0,35000,Petrol,Manual,2nd Owner,2020,1497,5,Maruti
3681,Compass 1.4 Longitude Option BSIV,1437000.0,50000,Petrol,Automatic,1st Owner,2018,999,5,Jeep
3682,Getz GLS,,70000,Petrol,Manual,3rd Owner,2006,1199,7,Hyundai
3683,i20 1.2 Magna,195000.0,100000,Petrol,Manual,1st Owner,2010,799,4,Hyundai
3684,i20 1.2 Magna,195000.0,90000,Petrol,Manual,1st Owner,2010,1197,5,Hyundai
3685,Alto LXi,120000.0,70000,Petrol,Manual,1st Owner,2012,2179,5,Maruti
3686,City i-DTEC V,650000.0,110000,Diesel,Manual,2nd Owner,2017,998,5,Honda
3687,City GXi,130000.0,90000,Petrol,Manual,3rd Owner,2006,998,5,Honda
3688,Ecosport 1.0 Ecoboost Titanium,471000.0,80769,Petrol,Manual,2nd Owner,2015,1197,5,Ford
3689,Polo Diesel Comfortline 1.2L,290000.0,47700,Diesel,Manual,2nd Owner,2013,1248,5,Volkswagen
3690,KWID RXL,210000.0,40000,Petrol,Manual,2nd Owner,2016,1197,5,Renault
3691,Baleno Delta,650000.0,20000,Petrol,Manual,1st Owner,2021,1248,5,Maruti
3692,Safari Storme Explorer Edition,340000.0,110000,Diesel,Manual,3rd Owner,2013,999,5,Tata
3693,Alto K10 LXI CNG,220000.0,50000,Cng,Manual,1st Owner,2014,1248,5,Maruti
3694,Wagon R LXI,,70000,Petrol,Manual,2nd Owner,2005,1968,5,Maruti
3695,i20 Magna Plus BSIV,600000.0,15000,Petrol,Manual,1st Owner,2019,1395,5,Hyundai
3696,Manza Aqua Quadrajet BS IV,180000.0,120000,Diesel,Manual,3rd Owner,2012,1998,5,Tata
3698,Swift Dzire VDI,625000.0,40000,Diesel,Manual,1st Owner,2018,1995,5,Maruti
3699,RediGO 1.0 T Option,200000.0,60000,Petrol,Manual,3rd Owner,2019,1991,4,Datsun
3700,Swift Dzire LDI,350000.0,100000,Diesel,Manual,3rd Owner,2015,1950,5,Maruti
3701,Q5 40 TDI Premium Plus,4475000.0,27000,Diesel,Automatic,2nd Owner,2020,1950,5,Audi
3702,A4 30 TFSI Premium Plus,2175000.0,99125,Petrol,Automatic,1st Owner,2017,1998,5,Audi
3703,5 Series 530i M Sport,5175000.0,46000,Petrol,Automatic,1st Owner,2019,1499,5,BMW
3704,ES 300h,3975000.0,68000,Petrol,Automatic,1st Owner,2017,1968,5,Lexus
3705,5 Series 520d Luxury Line,5475000.0,40500,Diesel,Automatic,1st Owner,2021,1598,5,BMW
3706,GLC 300 4MATIC,4375000.0,27000,Petrol,Automatic,1st Owner,2018,2143,5,Mercedes-Benz
3707,GLC 220d 4MATIC,5875000.0,18000,Diesel,Automatic,1st Owner,2020,2143,5,Mercedes-Benz
3708,C-Class Progressive C 220d,4375000.0,40200,Diesel,Automatic,1st Owner,2020,1998,5,Mercedes-Benz
3709,3 DOOR Cooper S,4375000.0,4200,Petrol,Automatic,2nd Owner,2018,2143,5,Mini
3710,Ecosport 1.5 Ti VCT MT Titanium BSIV,875000.0,51000,Petrol,Manual,1st Owner,2018,1186,5,Ford
3711,A6 35 TDI Technology,1975000.0,60100,Diesel,Automatic,2nd Owner,2015,1197,5,Audi
3712,Duster Petrol RxL,795000.0,30000,Petrol,Manual,1st Owner,2018,1061,5,Renault
3713,C-Class C 220 CDI Avantgarde,2975000.0,71000,Diesel,Automatic,2nd Owner,2018,999,5,Mercedes-Benz
3714,GLE 250d,4575000.0,46100,Diesel,Automatic,1st Owner,2017,1086,5,Mercedes-Benz
3715,X3 xDrive 30i Luxury Line,6175000.0,18000,Petrol,Automatic,1st Owner,2021,1396,5,BMW
3716,CLA 200 CDI Style,1600000.0,56000,Diesel,Automatic,2nd Owner,2015,1498,5,Mercedes-Benz
3717,Xcent 1.2 CRDi E Plus,428000.0,60694,Diesel,Manual,2nd Owner,2018,1198,5,Hyundai
3718,Swift Dzire VXI,375000.0,38536,Petrol,Manual,3rd Owner,2015,998,5,Maruti
3719,Wagon R LXI Minor,,97641,Petrol,Manual,3rd Owner,2008,1498,5,Maruti
3720,KWID 1.0 RXT Optional AT 2016-2019,340000.0,4956,Petrol,Automatic,1st Owner,2018,1199,5,Renault
3721,Santro Xing GLS,151000.0,112753,Petrol,Manual,2nd Owner,2012,998,5,Hyundai
3722,i20 1.4 CRDi Sportz,245000.0,135966,Diesel,Manual,2nd Owner,2012,998,5,Hyundai
3723,Ecosport 1.5 Diesel Trend Plus BSIV,608000.0,60730,Diesel,Manual,1st Owner,2017,998,5,Ford
3724,Amaze SX i-VTEC,377000.0,35128,Petrol,Manual,1st Owner,2015,1248,7,Honda
3725,Wagon R LXI,275000.0,93688,Petrol,Manual,1st Owner,2014,2143,5,Maruti
3726,Amaze S Diesel,400000.0,17804,Diesel,Manual,1st Owner,2014,1497,5,Honda
3728,Wagon R VXI,375000.0,9256,Petrol,Manual,1st Owner,2017,1497,5,Maruti
3729,Wagon R LXI,250000.0,90098,Petrol,Manual,1st Owner,2013,1197,5,Maruti
3730,Wagon R LXI BS IV,133000.0,54363,Petrol,Manual,3rd Owner,2010,1498,5,Maruti
3731,Swift VDI,511000.0,53139,Diesel,Manual,3rd Owner,2018,998,5,Maruti
3732,C-Class C 220 CDI BE Avantgare,912000.0,73873,Diesel,Automatic,1st Owner,2012,796,5,Mercedes-Benz
3733,Nexon 1.5 Revotorq XZ Plus,760000.0,34346,Diesel,Manual,1st Owner,2019,1396,5,Tata
3734,Fortuner 4x4 MT,1055000.0,99934,Diesel,Manual,1st Owner,2012,1197,5,Toyota
3735,Creta S,1238000.0,12748,Petrol,Manual,2nd Owner,2021,1197,5,Hyundai
3736,Wagon R VXI 1.2,466000.0,9006,Petrol,Manual,1st Owner,2019,998,5,Maruti
3737,Bolero B6,917000.0,28600,Diesel,Manual,3rd Owner,2020,1199,5,Mahindra
3738,Wagon R CNG LXI Opt,588000.0,8876,Cng,Manual,1st Owner,2021,796,5,Maruti
3739,Alto 800 CNG LXI,168000.0,60613,Cng,Manual,1st Owner,2013,998,5,Maruti
3740,i20 1.4 Magna Executive,522000.0,56939,Diesel,Manual,1st Owner,2017,998,5,Hyundai
3741,Grand i10 Magna,312000.0,80628,Petrol,Manual,2nd Owner,2015,999,5,Hyundai
3742,Swift VXI,587000.0,9535,Petrol,Manual,1st Owner,2021,1197,5,Maruti
3743,Wagon R LXI CNG,210000.0,68616,Cng,Manual,2nd Owner,2012,1396,5,Maruti
3744,Amaze V Petrol BSIV,650000.0,33000,Petrol,Manual,1st Owner,2018,796,7,Honda
3745,Alto 800 LXI,188000.0,4972,Petrol,Manual,1st Owner,2015,1198,5,Maruti
3746,Wagon R LXI CNG,433000.0,34088,Cng,Manual,2nd Owner,2019,1591,5,Maruti
3748,Magnite XL,547000.0,25166,Petrol,Manual,1st Owner,2021,1396,5,Nissan
3749,Swift VXI,592000.0,32714,Petrol,Manual,1st Owner,2020,998,5,Maruti
3750,i20 Sportz 1.4 CRDi,450000.0,75000,Diesel,Manual,1st Owner,2014,1086,5,Hyundai
3751,Alto XCITE,,60375,Petrol,Manual,1st Owner,2009,1197,8,Maruti
3752,Amaze VX i-Vtech,378000.0,37083,Petrol,Manual,1st Owner,2014,1047,5,Honda
3753,Creta 1.6 SX Option Executive,1331000.0,7322,Petrol,Manual,2nd Owner,2019,796,5,Hyundai
